,drugName,condition,review,rating,date,usefulCount
9532,Lo Loestrin Fe,Birth Control,"""Horrible I started it about 3 weeks ago now and since my anxiety has been horrible I cannot enjoy my days I&#039;m constantly nauseous severe cramps and I&#039;ve started bleeding again two days ago and my pains are horrible when my bleeding started again I also had pretty bad diahrea my stomach has always been a strong one and it seems to be so far off and upset all the time now I&#039;ve got weird headaches dizziness and lower back pain this pill sucks will stop taking this pill after today when I finally realized what it really was""",1,3-May-16,5
165657,Levonorgestrel,Emergency Contraception,"""I have used plan b and the generic version a few times before and it has worked wonderful. However, that&#039;s not always the case. I had had sex and taken the pill about 24 hours after the encounter. Then found out two weeks later I was expecting. I&#039;m elated about my child but wanted to warn others it&#039;s not a for sure method and isn&#039;t always 99.9% effective.""",5,22-Apr-17,3
201205,Zoloft,Major Depressive Disorde,"""I had a horrible experience with Zoloft. I started on a low-dose liquid form and at first it seemed to be really lifting my mood, reducing my anxiety, and boosting my self esteem. But I soon began experiencing extreme irratibility and episodes of destructive rage aimed at my belongings or myself. I loved the benefits, but the side effects were ruining my life and relationships, so I discontinued. In addition to rage, I also experienced severe prolonged pms (3 weeks duration), constant breast pain and swelling, unrestorative sleep, and awful vivid lifelike nightmares. In terms of reducing depression and anxiety, I&#039;d give it a 9, but the side effects didn&#039;t enable me to continue taking it.""",5,28-Aug-16,11
153732,Doxycycline,Acne,"""It works if you take it over a month but do follow instructions on the bottle about how you are supposed to take.""",7,3-Aug-09,11
195429,Aviane,Birth Control,"""I have been using this for about three or four months , I haven&#039;t had any major mood swings or major acne breakouts but I have been experiencing abnormally painful cramps and an extremely heavy flow. A super to super plus tampon will only last me maybe one hour.""",7,5-Sep-17,2
173580,CellCept,Systemic Lupus Erythematosus,"""I was diagnosed with Lupus April 20, 2009.  I was prescribed Cellcept and still on it.  I notice a difference in the joint pain if I haven&#039;t taken my dose yet.  The disadvantage is the stomach issues it causes.  My doctor also prescribed me Imodium.  That helps a lot.""",8,26-Oct-09,38
212161,Lamotrigine,Bipolar Disorde,"""The Best I have ever tried. get calm , relax. think well, no more attacking attitude, not easy to explore as before",,,
"I am taking 200 m/day. 100 2/times""""""",10,9-Apr-15,9,,,
138646,Phentermine,Weight Loss,"""Today is my 2nd day taking this pill.  I have had dry mouth and was unable to sleep throughout the whole night last night.  I do not feel energy at all, in fact, since I didn&#039;t sleep, I didn&#039;t even want to get out of bed today.  I&#039;ve had a bad headache today, and feel a bit nauseated too.  I&#039;m going to keep trying it, but just wanted to go over some side effects after my 1st day on it.  I hope to lose weight though""",5,8-Mar-12,1
184605,Imodium A-D,Diarrhea,"""I used to get diarrhea with my panic attacks and Imodium A.D made it possible for me to still travel. It works almost instantly, it stops the got to go feeling instantaneously.""",10,15-Sep-11,46
189119,Oxycodone,Pain,"""I used this during cancer treatment in 2015 to alleviate the sharp pain in my right lung (tumor). For the worst pain I was taking 2 X 40 mg/day. I was able to wean myself off it after about 6 weeks but now 2 years later the cancer has become active again, so I&#039;ll take 20 mg to see how I go. It does cause constipation.""",9,16-Oct-17,5
75490,Azathioprine,"Crohn's Disease, Acute","""Did not help much with my Crohn&#039;s, but less side effects than others.""",2,12-Sep-10,6
222923,Topamax,Migraine Prevention,"""Works great to prevent migraines.""",10,9-Jan-10,3
144633,Etonogestrel,Birth Control,"""My experience: I&#039;m 18 years old, and this birth control is amazing! Hardly use condoms with my spouse and I&#039;ve been protected for 2 and half years. The only bad side, is the bleeding and discharge. I&#039;ve been bleeding non stop and cannot tell what&#039;s my period and what&#039;s just blood. The other down side, is headaches and the blood! It&#039;s annoying to want to get intimate and have a pile of blood in your underwear. If you&#039;re looking for protection I highly recommend this, but if you mind bleeding and the other mishaps then try the pill!!""",8,29-Feb-16,4
153744,Doxycycline,Acne,"""I starting taking Monodox to help with a acne breakout. It worked within 3 days and started drying out my acne, but after 2 weeks I stopped because it was irritating my stomach to much. My face was pretty cleared up but not perfect. I was supposed to be on it for a month. The weirdest thing was the day after I stopped the drug I began have extreme static electricity in my hair. I still have it and it has been 4 days. I Googled to see what it could be and found that people who are on Accutane have experienced the same. I hope it goes away, it is very irritating.""",4,11-May-09,19
211529,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,HIV Infection,"""I have been taking truvada, selzentry, lexiva, norVir for 10 yrs..was not happy about some of these meds being discontinued..I am allergic to alot of meds.",,,
I have been positive since&quot;87&quot;. I have been undetectable for 8. T-cells are 285.,,,,,,
"I have been taken genvoya for 1 month, 1 week.  1st week was rough..nausea, diarrhea, fever....but I stuck it out.",,,,,,
Hope this medicine helps us all. ,,,,,,
"Do not give up..""""""",7,20-Jan-17,5,,,
79066,Plan B One-Step,Emergency Contraception,"""I can&#039;t stop eating. This pill caused some pretty annoying side affects. Cramps, bloating, agitations, fatigue, the worst mood swings the first week after taking it, and bleeding dark blood. I&#039;m wondering if my whole menstrual cycle started over. I&#039;ll have to see on the 27th. I can honestly say I hope these hormones get out of my system fast before I gain more weight from these uncontrollable food binges. I look different. I guess it&#039;s better than an unplanned pregnancy right? Still, I wonder how long this pill and it&#039;s tracks will be in my body. I liked my hormonal balance before the pill. Does anyone know?""",5,22-Feb-17,4
144905,Etonogestrel,Birth Control,"""Was on depo for a year prior to switching to nexplanon in 2012. For the first 2 and half years there were no periods. The the last couple months of the 3 years however unpredictable periods started of varying durations of up to almost 3 weeks. Next insertion will probably be a few months before the 3 years to prevent the bleeding. New implant stopped the bleeding. No problems with weight gain or loosing weight on Nexplanon.""",10,9-Jan-16,6
90693,Chateal,Birth Control,"""This gave me headaches all the time. Stopped taking it and have been headache free !""",1,21-Aug-16,1
168284,Rizatriptan,Migraine,"""Maxalt always seems to be my rescue drug for putting off full migraine. My Dr told me to take full 10mg tab (I would take 5mg as it worked) to alleviate rebound headaches. Also, she wanted to limit my intake of Maxalt to 2xday/2days wk/2days inbetween. I recently tried this with other drugs she prescribed for headaches inbetween.  I ended up in ER yesterday with the WORST migraine of my life. I&#039;m looking for another Dr. and blame the new regimen for the problem. Has anyone else been told about limiting their Maxalt in this way? I get anywhere between 2-6 headaches a month, usually.""",10,10-May-15,12
188570,ParaGard,Birth Control,"""I had the Paragard IUD for 6 months, I chose this particular birth control because it has no horomones! My experience getting the device inserted was smooth.. it didn&#039;t hurt at all, but there was indeed some pressure! I was sore for about 3 days, my periods stayed the same, and everything was normal.. the only thing I would point on though was I kept having a strong cramp in my tail bone and sex was quite uncomfortable! Other then that this birth control gave me no other problems.""",9,10-Nov-16,0
217916,Strattera,Social Anxiety Disorde,"""I&#039;ve only been taking this medication for about 2 weeks and notice a severe drop off in my anxiety levels around people.",,,
